"EDA 21 .Understand the distribution of reservation statuses and calculate summary statistics for reservation
status dates.",,,,,,,
02-09-2015,Canceled,,,,,,
02-09-2015,Canceled,,,,,,
02-09-2015,Canceled,,,,,,
02-09-2015,Canceled,,,,,,
02-09-2015,Canceled,,,,,,
02-09-2015,Canceled,,,,,,
03-09-2015,Check-Out,,,,,,
24-06-2017,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Check-Out,,,,,,
03-09-2015,Canceled,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
06-09-2017,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
02-07-2017,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
04-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
05-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
01-02-2017,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,Check-Out,,,,,,
06-09-2015,No-Show,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
07-09-2015,Check-Out,,,,,,
16-05-2016,Check-Out,,,,,,
07-09-2015,Canceled,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Canceled,,,,,,
08-09-2015,Canceled,,,,,,
08-09-2015,Canceled,,,,,,
08-09-2015,Canceled,,,,,,
08-09-2015,Canceled,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
08-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
06-07-2017,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
18-07-2017,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
10-09-2016,Check-Out,,,,,,
18-06-2017,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
09-09-2015,Check-Out,,,,,,
26-04-2016,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
23-06-2016,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
29-03-2016,Check-Out,,,,,,
19-04-2016,Check-Out,,,,,,
24-11-2016,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
10-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
25-01-2016,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Check-Out,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
11-09-2015,Canceled,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
27-08-2016,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
12-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Check-Out,,,,,,
13-09-2015,Canceled,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
03-01-2017,Check-Out,,,,,,
14-09-2015,Canceled,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
14-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
15-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
16-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
28-10-2015,Check-Out,,,,,,
17-12-2015,Check-Out,,,,,,
21-01-2016,Check-Out,,,,,,
17-02-2016,Check-Out,,,,,,
09-03-2016,Check-Out,,,,,,
23-05-2016,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
03-03-2016,Check-Out,,,,,,
15-02-2017,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
17-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
21-01-2016,Check-Out,,,,,,
17-02-2016,Check-Out,,,,,,
22-04-2016,Check-Out,,,,,,
13-09-2016,Canceled,,,,,,
21-10-2016,Check-Out,,,,,,
24-11-2016,Check-Out,,,,,,
21-12-2016,Check-Out,,,,,,
26-01-2017,Check-Out,,,,,,
20-04-2017,Check-Out,,,,,,
18-05-2017,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
18-09-2015,Check-Out,,,,,,
24-01-2016,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
19-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
20-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
21-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
22-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
12-01-2016,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
23-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
24-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2016,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2016,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
25-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-12-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Check-Out,,,,,,
26-09-2015,Canceled,,,,,,
26-09-2015,No-Show,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
27-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
28-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-12-2015,Check-Out,,,,,,
14-04-2016,Check-Out,,,,,,
15-04-2016,Check-Out,,,,,,
28-09-2015,Canceled,,,,,,
28-09-2015,Canceled,,,,,,
28-09-2015,Canceled,,,,,,
28-09-2015,Canceled,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
29-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
08-10-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
30-09-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
29-09-2016,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
01-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
29-10-2015,Canceled,,,,,,
29-10-2015,Canceled,,,,,,
29-10-2015,Canceled,,,,,,
29-10-2015,Canceled,,,,,,
29-10-2015,Canceled,,,,,,
29-10-2015,Canceled,,,,,,
29-10-2015,Canceled,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Check-Out,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
02-10-2015,Canceled,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
03-10-2015,Check-Out,,,,,,
04-10-2015,Check-Out,,,,,,
04-10-2015,Check-Out,,,,,,
04-10-2015,Check-Out,,,,,,
04-10-2015,Check-Out,,,,,,
04-10-2015,Check-Out,,,,,,
04-10-2015,Check-Out,,,,,,
